MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1924025	Slc10a7	solute carrier family 10 (sodium/bile acid cotransporter family), member 7	8		plasma membrane			IBA	PTN000428041 	J:265628 	
MGI:1345275	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	1		plasma membrane			IBA	PTN000194437 	J:265628 	
MGI:1345275	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	1		plasma membrane			ISO	P49279 	J:164563 	
MGI:1345279	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	15		apical plasma membrane			ISO	P49281 	J:164563 	
MGI:1345279	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	15		brush border membrane	is a part of duodenum		IGI	P20722 	J:151027 	
MGI:1345279	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	15		integral component of plasma membrane			IBA	PTN000194457 	J:265628 	
MGI:1345279	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	15		integral component of plasma membrane		PR:P49282-1	IDA		J:150106 	
MGI:1345279	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	15		integral component of plasma membrane			ISO	P49281 	J:164563 	
MGI:1345279	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	15		plasma membrane			IBA	PTN000194437 	J:265628 	
MGI:1345279	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	15		plasma membrane		PR:P49282-1	IDA		J:115416 J:117177 	
MGI:1345279	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	15		plasma membrane		PR:P49282-2	IDA		J:84408 	
MGI:1345279	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	15		plasma membrane			IDA		J:103440 J:236091 	
MGI:1345279	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	15		plasma membrane			ISO	P49281 	J:164563 	
MGI:103150	Slc12a1	solute carrier family 12, member 1	2		apical plasma membrane			IBA	PTN000930541 	J:265628 	
MGI:103150	Slc12a1	solute carrier family 12, member 1	2		apical plasma membrane	is a part of loop of Henle group		IDA		J:103213 	
MGI:103150	Slc12a1	solute carrier family 12, member 1	2		apical plasma membrane	is a part of renal tubule epithelium,is a part of epithelial cell		IDA		J:95502 	
MGI:103150	Slc12a1	solute carrier family 12, member 1	2		apical plasma membrane			ISO	RGD:3685 	J:155856 	
MGI:103150	Slc12a1	solute carrier family 12, member 1	2		plasma membrane			ISO	RGD:3685 	J:155856 	
MGI:101924	Slc12a2	solute carrier family 12, member 2	18		apical plasma membrane			IBA	PTN000930541 	J:265628 	
MGI:101924	Slc12a2	solute carrier family 12, member 2	18		apical plasma membrane			IDA		J:80982 J:176751 	
MGI:101924	Slc12a2	solute carrier family 12, member 2	18		apical plasma membrane			ISO	P55011 	J:164563 	
MGI:101924	Slc12a2	solute carrier family 12, member 2	18		basal plasma membrane			ISO	P55011 	J:164563 	
MGI:101924	Slc12a2	solute carrier family 12, member 2	18		basolateral plasma membrane	is a part of epithelial cell		IDA		J:76874 	
MGI:101924	Slc12a2	solute carrier family 12, member 2	18		basolateral plasma membrane			IDA		J:80648 	
MGI:101924	Slc12a2	solute carrier family 12, member 2	18		lateral plasma membrane			ISO	P55011 	J:164563 	
MGI:101924	Slc12a2	solute carrier family 12, member 2	18		plasma membrane			ISO	RGD:620809 	J:155856 	
MGI:101924	Slc12a2	solute carrier family 12, member 2	18		plasma membrane			ISO	P55011 	J:164563 	
MGI:108114	Slc12a3	solute carrier family 12, member 3	8		apical plasma membrane			IBA	PTN000930541 	J:265628 	
MGI:108114	Slc12a3	solute carrier family 12, member 3	8		apical plasma membrane	is a part of distal convoluted tubule|is a part of loop of Henle distal straight tubule		IDA		J:171500 	
MGI:108114	Slc12a3	solute carrier family 12, member 3	8		apical plasma membrane	is a part of epithelial cell		IDA		J:103213 	
MGI:108114	Slc12a3	solute carrier family 12, member 3	8		apical plasma membrane			IDA		J:121606 	
MGI:108114	Slc12a3	solute carrier family 12, member 3	8		apical plasma membrane			ISO	RGD:3686 	J:155856 	
MGI:108114	Slc12a3	solute carrier family 12, member 3	8		apical plasma membrane			ISO	P55017 	J:73065 	
MGI:108114	Slc12a3	solute carrier family 12, member 3	8		plasma membrane			IDA		J:148080 	
MGI:108114	Slc12a3	solute carrier family 12, member 3	8		plasma membrane			ISO	RGD:3686 	J:155856 	
MGI:1862037	Slc12a5	solute carrier family 12, member 5	2		dendrite membrane			ISO	RGD:620811 	J:155856 	
MGI:1862037	Slc12a5	solute carrier family 12, member 5	2		integral component of plasma membrane			IEA	IPR030358 	J:72247 	
MGI:1862037	Slc12a5	solute carrier family 12, member 5	2		plasma membrane			IDA		J:69625 	
MGI:1862037	Slc12a5	solute carrier family 12, member 5	2		plasma membrane			ISO	RGD:620811 	J:155856 	
MGI:2135960	Slc12a6	solute carrier family 12, member 6	2	NOT	apical plasma membrane			IDA		J:76182 	
MGI:2135960	Slc12a6	solute carrier family 12, member 6	2		basolateral plasma membrane			IDA		J:76182 J:175181 	
MGI:1342283	Slc12a7	solute carrier family 12, member 7	13		integral component of plasma membrane			IEA	IPR030354 	J:72247 	
MGI:1342283	Slc12a7	solute carrier family 12, member 7	13		plasma membrane		PR:000045490	IMP		J:199033 	
MGI:1933532	Slc12a9	solute carrier family 12 (potassium/chloride transporters), member 9	5		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1859937	Slc13a1	solute carrier family 13 (sodium/sulfate symporters), member 1	6		integral component of plasma membrane			ISS		J:61656 	
MGI:2149635	Slc13a3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	2		basolateral plasma membrane			ISO	Q8WWT9 	J:164563 	
MGI:2149635	Slc13a3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	2		plasma membrane			ISO	Q8WWT9 	J:164563 	
MGI:3037150	Slc13a5	solute carrier family 13 (sodium-dependent citrate transporter), member 5	11		basolateral plasma membrane			ISO	RGD:631374 	J:155856 	
MGI:3037150	Slc13a5	solute carrier family 13 (sodium-dependent citrate transporter), member 5	11		plasma membrane			ISO	Q86YT5 	J:164563 	
MGI:3037150	Slc13a5	solute carrier family 13 (sodium-dependent citrate transporter), member 5	11		plasma membrane			TAS		J:88503 	
MGI:1351654	Slc14a1	solute carrier family 14 (urea transporter), member 1	18		integral component of plasma membrane			ISO	Q13336 	J:164563 	
MGI:1351654	Slc14a1	solute carrier family 14 (urea transporter), member 1	18		plasma membrane	is a part of erythrocyte		IDA		J:79279 	
MGI:1351654	Slc14a1	solute carrier family 14 (urea transporter), member 1	18		plasma membrane			ISO	Q13336 	J:164563 	
MGI:1351653	Slc14a2	solute carrier family 14 (urea transporter), member 2	18		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1861376	Slc15a1	solute carrier family 15 (oligopeptide transporter), member 1	14		apical plasma membrane			ISO	RGD:621736 	J:155856 	
MGI:1861376	Slc15a1	solute carrier family 15 (oligopeptide transporter), member 1	14		integral component of plasma membrane			IBA	PTN000183270 	J:265628 	
MGI:1861376	Slc15a1	solute carrier family 15 (oligopeptide transporter), member 1	14		plasma membrane			ISO	P46059 	J:164563 	
MGI:1890457	Slc15a2	solute carrier family 15 (H+/peptide transporter), member 2	16		apical plasma membrane			ISO	RGD:61972 	J:155856 	
MGI:1890457	Slc15a2	solute carrier family 15 (H+/peptide transporter), member 2	16		integral component of plasma membrane			IBA	PTN000183270 	J:265628 	
MGI:1890457	Slc15a2	solute carrier family 15 (H+/peptide transporter), member 2	16		integral component of plasma membrane			IDA		J:64700 	
MGI:1890457	Slc15a2	solute carrier family 15 (H+/peptide transporter), member 2	16		integral component of plasma membrane			IMP		J:264062 	
MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	3		apical plasma membrane			ISO	RGD:3690 	J:155856 	
MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	3		apical plasma membrane			ISO	P53985 	J:164563 	
MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	3		basal plasma membrane			ISO	P53985 	J:164563 	
MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	3		basolateral plasma membrane			ISO	RGD:3690 	J:155856 	
MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	3		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	3		integral component of plasma membrane			ISO	RGD:3690 	J:155856 	
MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	3		integral component of plasma membrane			ISO	P53985 	J:164563 	
MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	3		lateral plasma membrane			ISO	P53985 	J:164563 	
MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	3		plasma membrane	is a part of fat cell		IDA		J:256529 	
MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	3		plasma membrane			ISO	RGD:3690 	J:155856 	
MGI:106013	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	3		plasma membrane			ISO	P53985 	J:164563 	
MGI:1203732	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	X		apical plasma membrane	is a part of choroid plexus epithelial cell		IDA		J:282621 	
MGI:1203732	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	X		apical plasma membrane			ISO	RGD:628608 	J:155856 	
MGI:1203732	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	X		apical plasma membrane			ISO	P36021 	J:164563 	
MGI:1203732	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	X		integral component of plasma membrane			ISO	P36021 	J:164563 	
MGI:1203732	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	X		plasma membrane			ISO	RGD:628608 	J:155856 	
MGI:1203732	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	X		plasma membrane			ISO	P36021 	J:164563 	
MGI:1933438	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3	11		apical plasma membrane			ISO	O15427 	J:164563 	
MGI:1933438	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3	11		basolateral plasma membrane			ISO	O15427 	J:164563 	
MGI:1933438	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3	11		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:1933438	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3	11		integral component of postsynaptic density membrane			ISO	RGD:620603 	J:155856 	
MGI:1933438	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3	11		lateral plasma membrane			ISO	O15427 	J:164563 	
MGI:1933438	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3	11		plasma membrane			ISO	RGD:620603 	J:155856 	
MGI:1933438	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3	11		plasma membrane			ISO	O15427 	J:164563 	
MGI:2385183	Slc16a4	solute carrier family 16 (monocarboxylic acid transporters), member 4	3		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:2385183	Slc16a4	solute carrier family 16 (monocarboxylic acid transporters), member 4	3		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2443515	Slc16a5	solute carrier family 16 (monocarboxylic acid transporters), member 5	11		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:2443515	Slc16a5	solute carrier family 16 (monocarboxylic acid transporters), member 5	11		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2144585	Slc16a6	solute carrier family 16 (monocarboxylic acid transporters), member 6	11		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:2144585	Slc16a6	solute carrier family 16 (monocarboxylic acid transporters), member 6	11		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1330284	Slc16a7	solute carrier family 16 (monocarboxylic acid transporters), member 7	10		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:1330284	Slc16a7	solute carrier family 16 (monocarboxylic acid transporters), member 7	10		integral component of plasma membrane			ISO	O60669 	J:164563 	
MGI:1330284	Slc16a7	solute carrier family 16 (monocarboxylic acid transporters), member 7	10		integral component of postsynaptic density membrane			ISO	RGD:3691 	J:155856 	
MGI:1330284	Slc16a7	solute carrier family 16 (monocarboxylic acid transporters), member 7	10		plasma membrane			ISO	RGD:3691 	J:155856 	
MGI:1330284	Slc16a7	solute carrier family 16 (monocarboxylic acid transporters), member 7	10		plasma membrane			ISO	O60669 	J:164563 	
MGI:1929519	Slc16a8	solute carrier family 16 (monocarboxylic acid transporters), member 8	15		apical plasma membrane			ISO	O95907 	J:164563 	
MGI:1929519	Slc16a8	solute carrier family 16 (monocarboxylic acid transporters), member 8	15		basal plasma membrane			ISO	RGD:69282 	J:155856 	
MGI:1929519	Slc16a8	solute carrier family 16 (monocarboxylic acid transporters), member 8	15		basolateral plasma membrane			ISO	O95907 	J:164563 	
MGI:1929519	Slc16a8	solute carrier family 16 (monocarboxylic acid transporters), member 8	15		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:1929519	Slc16a8	solute carrier family 16 (monocarboxylic acid transporters), member 8	15		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1914109	Slc16a9	solute carrier family 16 (monocarboxylic acid transporters), member 9	10		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:1914109	Slc16a9	solute carrier family 16 (monocarboxylic acid transporters), member 9	10		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1919722	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10	10		basolateral plasma membrane			ISO	Q8TF71 	J:164563 	
MGI:1919722	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10	10		integral component of plasma membrane			IEA	IPR030762 	J:72247 	
MGI:1919722	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10	10		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2663709	Slc16a11	solute carrier family 16 (monocarboxylic acid transporters), member 11	11		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:2663709	Slc16a11	solute carrier family 16 (monocarboxylic acid transporters), member 11	11		plasma membrane			ISO	Q8NCK7 	J:164563 	
MGI:2147716	Slc16a12	solute carrier family 16 (monocarboxylic acid transporters), member 12	19		basolateral plasma membrane	is a part of renal proximal convoluted tubule		IDA		J:289095 	
MGI:2147716	Slc16a12	solute carrier family 16 (monocarboxylic acid transporters), member 12	19		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:2147716	Slc16a12	solute carrier family 16 (monocarboxylic acid transporters), member 12	19		integral component of plasma membrane			ISO	Q6ZSM3 	J:164563 	
MGI:2147716	Slc16a12	solute carrier family 16 (monocarboxylic acid transporters), member 12	19		plasma membrane			ISO	Q6ZSM3 	J:164563 	
MGI:1916559	Slc16a13	solute carrier family 16 (monocarboxylic acid transporters), member 13	11		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:1916559	Slc16a13	solute carrier family 16 (monocarboxylic acid transporters), member 13	11		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1919031	Slc16a14	solute carrier family 16 (monocarboxylic acid transporters), member 14	1		integral component of plasma membrane			IBA	PTN000145055 	J:265628 	
MGI:1919031	Slc16a14	solute carrier family 16 (monocarboxylic acid transporters), member 14	1		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:103209	Slc17a1	solute carrier family 17 (sodium phosphate), member 1	13		apical plasma membrane			ISO	Q14916 	J:164563 	
MGI:103209	Slc17a1	solute carrier family 17 (sodium phosphate), member 1	13		integral component of plasma membrane			IBA	PTN001361938 	J:265628 	
MGI:103209	Slc17a1	solute carrier family 17 (sodium phosphate), member 1	13		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2443098	Slc17a2	solute carrier family 17 (sodium phosphate), member 2	13		integral component of plasma membrane			IBA	PTN001361938 	J:265628 	
MGI:2389216	Slc17a3	solute carrier family 17 (sodium phosphate), member 3	13		apical plasma membrane			ISO	O00476 	J:164563 	
MGI:2389216	Slc17a3	solute carrier family 17 (sodium phosphate), member 3	13		integral component of plasma membrane			IBA	PTN001361938 	J:265628 	
MGI:2389216	Slc17a3	solute carrier family 17 (sodium phosphate), member 3	13		integral component of plasma membrane			ISO	O00476 	J:164563 	
MGI:2442850	Slc17a4	solute carrier family 17 (sodium phosphate), member 4	13		integral component of plasma membrane			IBA	PTN001361938 	J:265628 	
MGI:2442850	Slc17a4	solute carrier family 17 (sodium phosphate), member 4	13		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1924105	Slc17a5	solute carrier family 17 (anion/sugar transporter), member 5	9		integral component of plasma membrane			IBA	PTN001361938 	J:265628 	
MGI:1924105	Slc17a5	solute carrier family 17 (anion/sugar transporter), member 5	9		plasma membrane	is a part of neuron		IDA		J:88774 	
MGI:1924105	Slc17a5	solute carrier family 17 (anion/sugar transporter), member 5	9		plasma membrane			ISO	Q9NRA2 	J:164563 	
MGI:1101061	Slc18a3	solute carrier family 18 (vesicular monoamine), member 3	14		AP-2 adaptor complex			IBA	PTN000607168 	J:265628 	
MGI:1101061	Slc18a3	solute carrier family 18 (vesicular monoamine), member 3	14		AP-2 adaptor complex			ISO	RGD:62072 	J:155856 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		apical plasma membrane			IBA	PTN002581208 	J:265628 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		apical plasma membrane	is a part of retinal pigment epithelial cell		IDA		J:222686 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		apical plasma membrane			ISO	RGD:3695 	J:155856 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		apical plasma membrane			ISO	P41440 	J:164563 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		basolateral plasma membrane			IBA	PTN002581208 	J:265628 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		basolateral plasma membrane			ISO	RGD:3695 	J:155856 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		basolateral plasma membrane			ISO	P41440 	J:164563 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		brush border membrane			ISO	RGD:3695 	J:155856 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		integral component of plasma membrane			IEA	IPR028339 	J:72247 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		plasma membrane			IBA	PTN000841430 	J:265628 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		plasma membrane			ISO	RGD:3695 	J:155856 	
MGI:103182	Slc19a1	solute carrier family 19 (folate transporter), member 1	10		plasma membrane			ISO	P41440 	J:164563 	
MGI:1928761	Slc19a2	solute carrier family 19 (thiamine transporter), member 2	1		plasma membrane			IBA	PTN000841430 	J:265628 	
MGI:1928761	Slc19a2	solute carrier family 19 (thiamine transporter), member 2	1		plasma membrane			IC	GO:0015234 	J:170952 	
MGI:1928761	Slc19a2	solute carrier family 19 (thiamine transporter), member 2	1		plasma membrane			IDA		J:72026 	
MGI:1928761	Slc19a2	solute carrier family 19 (thiamine transporter), member 2	1		plasma membrane			ISO	O60779 	J:164563 	
MGI:1931307	Slc19a3	solute carrier family 19, member 3	1		integral component of plasma membrane			ISS		J:67224 	
MGI:1931307	Slc19a3	solute carrier family 19, member 3	1		plasma membrane			IBA	PTN000841430 	J:265628 	
MGI:1931307	Slc19a3	solute carrier family 19, member 3	1		plasma membrane			IC	GO:0015234 	J:170952 	
MGI:108392	Slc20a1	solute carrier family 20, member 1	2		integral component of plasma membrane			IBA	PTN000120970 	J:265628 	
MGI:108392	Slc20a1	solute carrier family 20, member 1	2		plasma membrane	is a part of osteoclast		IDA		J:83898 	
MGI:97851	Slc20a2	solute carrier family 20, member 2	8		integral component of plasma membrane			IBA	PTN000120970 	J:265628 	
MGI:97851	Slc20a2	solute carrier family 20, member 2	8		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:108111	Slc22a1	solute carrier family 22 (organic cation transporter), member 1	17		apical plasma membrane	is a part of brain microvascular endothelial cell		IDA		J:289092 	
MGI:108111	Slc22a1	solute carrier family 22 (organic cation transporter), member 1	17		apical plasma membrane			ISO	RGD:3224 	J:155856 	
MGI:108111	Slc22a1	solute carrier family 22 (organic cation transporter), member 1	17		apical plasma membrane			ISO	O15245 	J:164563 	
MGI:108111	Slc22a1	solute carrier family 22 (organic cation transporter), member 1	17		basolateral plasma membrane			ISO	RGD:3224 	J:155856 	
MGI:108111	Slc22a1	solute carrier family 22 (organic cation transporter), member 1	17		integral component of plasma membrane			ISO	Q63089 	J:78891 	
MGI:108111	Slc22a1	solute carrier family 22 (organic cation transporter), member 1	17		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1335072	Slc22a2	solute carrier family 22 (organic cation transporter), member 2	17		apical plasma membrane	is a part of brain microvascular endothelial cell		IDA		J:289092 	
MGI:1335072	Slc22a2	solute carrier family 22 (organic cation transporter), member 2	17		apical plasma membrane			ISO	RGD:61936 	J:155856 	
MGI:1335072	Slc22a2	solute carrier family 22 (organic cation transporter), member 2	17		apical plasma membrane			ISO	O15244 	J:164563 	
MGI:1335072	Slc22a2	solute carrier family 22 (organic cation transporter), member 2	17		basolateral plasma membrane			ISO	RGD:61936 	J:155856 	
MGI:1335072	Slc22a2	solute carrier family 22 (organic cation transporter), member 2	17		integral component of plasma membrane			ISO	RGD:61936 	J:155856 	
MGI:1335072	Slc22a2	solute carrier family 22 (organic cation transporter), member 2	17		integral component of plasma membrane			ISO	Q9R0W2 	J:78891 	
MGI:1335072	Slc22a2	solute carrier family 22 (organic cation transporter), member 2	17		plasma membrane			ISO	O15244 	J:164563 	
MGI:1333817	Slc22a3	solute carrier family 22 (organic cation transporter), member 3	17		integral component of plasma membrane			TAS		J:52875 	
MGI:1333817	Slc22a3	solute carrier family 22 (organic cation transporter), member 3	17		plasma membrane			ISO	O75751 	J:164563 	
MGI:1353479	Slc22a4	solute carrier family 22 (organic cation transporter), member 4	11		apical plasma membrane			ISO	Q9H015 	J:164563 	
MGI:1329012	Slc22a5	solute carrier family 22 (organic cation transporter), member 5	11		apical plasma membrane			ISO	O76082 	J:164563 	
MGI:1329012	Slc22a5	solute carrier family 22 (organic cation transporter), member 5	11		basolateral plasma membrane			ISO	RGD:3702 	J:155856 	
MGI:1329012	Slc22a5	solute carrier family 22 (organic cation transporter), member 5	11		brush border membrane			IDA		J:150396 	
MGI:1329012	Slc22a5	solute carrier family 22 (organic cation transporter), member 5	11		brush border membrane			ISO	O76082 	J:164563 	
MGI:1329012	Slc22a5	solute carrier family 22 (organic cation transporter), member 5	11		plasma membrane			ISO	RGD:3702 	J:155856 	
MGI:892001	Slc22a6	solute carrier family 22 (organic anion transporter), member 6	19		basolateral plasma membrane			ISO	Q4U2R8 	J:164563 	
MGI:892001	Slc22a6	solute carrier family 22 (organic anion transporter), member 6	19		caveola			ISO	RGD:69338 	J:155856 	
MGI:892001	Slc22a6	solute carrier family 22 (organic anion transporter), member 6	19		integral component of plasma membrane			IDA		J:182497 	
MGI:892001	Slc22a6	solute carrier family 22 (organic anion transporter), member 6	19		integral component of plasma membrane			ISO	Q4U2R8 	J:164563 	
MGI:892001	Slc22a6	solute carrier family 22 (organic anion transporter), member 6	19		integral component of plasma membrane			ISS		J:38984 	
MGI:892001	Slc22a6	solute carrier family 22 (organic anion transporter), member 6	19		plasma membrane			ISO	RGD:69338 	J:155856 	
MGI:1859559	Slc22a7	solute carrier family 22 (organic anion transporter), member 7	17		basolateral plasma membrane			ISO	Q9Y694 	J:164563 	
MGI:1859559	Slc22a7	solute carrier family 22 (organic anion transporter), member 7	17		integral component of plasma membrane			TAS		J:61599 	
MGI:1859559	Slc22a7	solute carrier family 22 (organic anion transporter), member 7	17		plasma membrane			ISO	Q9Y694 	J:164563 	
MGI:1336187	Slc22a8	solute carrier family 22 (organic anion transporter), member 8	19		apical plasma membrane			ISO	RGD:632286 	J:155856 	
MGI:1336187	Slc22a8	solute carrier family 22 (organic anion transporter), member 8	19		apical plasma membrane			ISO	Q8TCC7 	J:164563 	
MGI:1336187	Slc22a8	solute carrier family 22 (organic anion transporter), member 8	19		basolateral plasma membrane			ISO	RGD:632286 	J:155856 	
MGI:1336187	Slc22a8	solute carrier family 22 (organic anion transporter), member 8	19		basolateral plasma membrane			ISO	Q8TCC7 	J:164563 	
MGI:1336187	Slc22a8	solute carrier family 22 (organic anion transporter), member 8	19		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1195269	Slc22a12	solute carrier family 22 (organic anion/cation transporter), member 12	19		apical plasma membrane			ISO	RGD:621628 	J:155856 	
MGI:1195269	Slc22a12	solute carrier family 22 (organic anion/cation transporter), member 12	19		apical plasma membrane			ISO	Q96S37 	J:164563 	
MGI:1195269	Slc22a12	solute carrier family 22 (organic anion/cation transporter), member 12	19		brush border membrane	is a part of renal proximal tubule		IDA		J:114141 	
MGI:1195269	Slc22a12	solute carrier family 22 (organic anion/cation transporter), member 12	19		plasma membrane			ISO	Q96S37 	J:164563 	
MGI:2143107	Slc22a13	solute carrier family 22 (organic cation transporter), member 13	9		apical plasma membrane			ISO	Q9Y226 	J:164563 	
MGI:2143107	Slc22a13	solute carrier family 22 (organic cation transporter), member 13	9		plasma membrane			ISO	Q9Y226 	J:164563 	
MGI:1918090	Slc22a16	solute carrier family 22 (organic cation transporter), member 16	10		plasma membrane			ISO	Q86VW1 	J:73065 	
MGI:1926225	Slc22a17	solute carrier family 22 (organic cation transporter), member 17	14		integral component of plasma membrane			ISO	Q8WUG5 	J:164563 	
MGI:1926225	Slc22a17	solute carrier family 22 (organic cation transporter), member 17	14		plasma membrane			ISO	NP_057693 	J:73065 	
MGI:1336884	Slc22a18	solute carrier family 22 (organic cation transporter), member 18	7		apical plasma membrane			ISO	Q96BI1 	J:164563 	
MGI:1336884	Slc22a18	solute carrier family 22 (organic cation transporter), member 18	7		integral component of plasma membrane			ISS		J:61599 	
MGI:1336884	Slc22a18	solute carrier family 22 (organic cation transporter), member 18	7		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2442751	Slc22a19	solute carrier family 22 (organic anion transporter), member 19	19		apical plasma membrane			ISO	RGD:628885 	J:155856 	
MGI:2442751	Slc22a19	solute carrier family 22 (organic anion transporter), member 19	19		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2446114	Slc22a22	solute carrier family 22 (organic cation transporter), member 22	15		basolateral plasma membrane	is a part of renal proximal tubule		IDA		J:165322 	
MGI:2446114	Slc22a22	solute carrier family 22 (organic cation transporter), member 22	15		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:3042283	Slc22a27	solute carrier family 22, member 27	19		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1341903	Slc23a1	solute carrier family 23 (nucleobase transporters), member 1	18		apical plasma membrane			ISO	Q9UHI7 	J:164563 	
MGI:1341903	Slc23a1	solute carrier family 23 (nucleobase transporters), member 1	18		basal plasma membrane			IDA		J:153402 	
MGI:1341903	Slc23a1	solute carrier family 23 (nucleobase transporters), member 1	18		basal plasma membrane			ISO	RGD:619875 	J:155856 	
MGI:1341903	Slc23a1	solute carrier family 23 (nucleobase transporters), member 1	18		plasma membrane			ISO	Q9UHI7 	J:164563 	
